Origin_Date,Current_Price,Current_Open,Current_High,Current_Low,Current_Volume,Price_Lag1,Price_Lag2,Current_CHG,MA_7,MA_30,Volatility_7,Volatility_30,Momentum_7,Momentum_30,USD_Index_Return_Lag1,US10Y_Real_Yield_Change_Lag1,Target_Date,Target_Next_Return,Target_Next_Price,Split
2020-12-14,48916,49255,49255,48659,29840,49306.0,49081.0,-0.007909787855433392,49407.57142857143,49815.26666666667,0.009392949063048588,0.01265150163097442,-0.002955504372108231,-0.05034071715622512,0.001454739647147374,-0.010000000000000009,2020-12-15,0.010221604383023886,49416.0,Train
2020-12-15,49416,48989,49522,48984,28740,48916.0,49306.0,0.010221604383023886,49421.0,49768.166666666664,0.010048922312439128,0.012636270421105976,0.0019058432342564657,-0.0277990910700584,0.00025949312343231945,-0.010000000000000009,2020-12-16,0.002590254168690409,49544.0,Train
2020-12-16,49544,49500,49784,49422,30230,49416.0,48916.0,0.002590254168690409,49366.857142857145,49689.6,0.008727497746499696,0.011961461972235087,-0.007591691204454909,-0.045413383171807875,-0.00276988307117354,-0.010000000000000009,2020-12-17,0.014512352656224747,50263.0,Train
2020-12-17,50263,49649,50425,49649,35230,49544.0,49416.0,0.014512352656224747,49397.42857142857,49625.36666666667,0.010535849191961945,0.012251097405506178,0.0042758097064876655,-0.036922782142172816,-0.0012908981844286238,-0.010000000000000009,2020-12-18,-0.003242942124425552,50100.0,Train
2020-12-18,50100,50110,50283,49885,25050,50263.0,49544.0,-0.003242942124425552,49518.0,49635.53333333333,0.008023317277072606,0.008900234336646138,0.017134968328731626,0.006125112963148993,-0.004413882739847663,0.0,2020-12-21,0.0009181636726547371,50146.0,Train
2020-12-21,50146,50199,50716,49465,39390,50100.0,50263.0,0.0009181636726547371,49670.142857142855,49621.7,0.007633594202048025,0.008431136692082978,0.021698824392331062,-0.008207907280314841,0.0034570312148789473,0.0,2020-12-22,-0.007537989071910056,49768.0,Train
2020-12-22,49768,50224,50287,49667,24490,50146.0,50100.0,-0.007537989071910056,49736.142857142855,49606.3,0.008558731085351021,0.008458606437575157,0.009370056382590253,-0.009197690623133581,0.0029962251505504245,0.0,2020-12-23,0.0028331457964958506,49909.0,Train
2020-12-23,49909,49771,50020,49466,26910,49768.0,50146.0,0.0028331457964958506,49878.0,49581.53333333333,0.007518511175473976,0.008321677303097304,0.020300106304685483,-0.014668719892600435,0.0022618957223192737,-0.010000000000000009,2020-12-24,-0.0024444488969925793,49787.0,Train
2020-12-24,49787,50021,50049,49630,18140,49909.0,49768.0,-0.0024444488969925793,49931.0,49542.566666666666,0.006966435123360459,0.008238017175872648,0.007507689817063401,-0.02294136117434653,-0.0019073984778247288,0.0,2020-12-28,-0.0005222246771245942,49761.0,Train
2020-12-28,49761,49900,50318,49711,25620,49787.0,49909.0,-0.0005222246771245942,49962.0,49503.1,0.006954022600853243,0.008237534304871657,0.0043799450993056155,-0.0232407498282462,-0.0019073984778247288,-0.020000000000000018,2020-12-29,-0.0007837463073491202,49722.0,Train
2020-12-29,49722,49820,49899,49600,13260,49761.0,49787.0,-0.0007837463073491202,49884.71428571428,49464.833333333336,0.003328379777193575,0.008236413972855877,-0.010763384597019643,-0.02256732848437193,-4.91156065286491e-05,0.0,2020-12-30,0.0031977796548812165,49881.0,Train
2020-12-30,49881,49840,49950,49599,3650,49722.0,49761.0,0.0031977796548812165,49853.42857142857,49434.0,0.003653518036235789,0.008266641806145012,-0.004371257485029978,-0.018206511042002882,-0.004090191399524157,0.010000000000000009,2020-12-31,0.0040095427116537685,50081.0,Train
