Model,Price_RMSE,Price_MAE,Price_R2,Price_MAPE_Percent,Price_NRMSE_Percent,Return_RMSE,Return_MAE,Return_R2,Directional_Accuracy_Percent,RMSE_Skill_vs_Persistence,MAE_Skill_vs_Persistence
MLR,893.287491368681,562.3334293643654,0.9981149094055171,0.6418356406979021,1.086370892830199,0.009266421335007931,0.006417372521239067,-0.042300559396206694,55.93495934959349,-0.018020467020546826,0.0026443710228499784
SVR,870.3916412161585,553.3602318763725,0.9982103045064442,0.6324200300381287,1.0585261223474154,0.009111928127948879,0.006323740258091601,-0.007835043921965879,60.65040650406503,0.008072413816047619,0.01855925098061706
KNN,869.0043088649959,551.7623233562603,0.9982160052130429,0.6318703198986841,1.0568389191798488,0.009104182269520643,0.006317177128392837,-0.006122293476895191,60.16260162601627,0.009653464420348978,0.02139330454013233
RF,897.1631459398334,568.9036408915745,0.998098516454709,0.6514762883797927,1.0910842671441199,0.009350061189478452,0.006515287700448165,-0.06120134169221414,54.95934959349593,-0.022437293310691775,-0.009008568510976867
Persistence,877.4749823872172,563.8243902439025,0.9981810565066596,0.6436598761231138,1.0671405222428325,0.009185002692141,0.006440043797848827,-0.024064851257131314,,0.0,0.0
